"[""  ",State Name,""",""",State,,year,,realIncWage,,gini,,pctTechnicalWorker,,pctFemaleWorker,,unemployementRate,,realIncWageRat90_10,,realIncWageRat_cg_hs,,laborSupply_hl,,fmWageRat,
"[""  ",California,""",""",CA,""" ,  ",2003,",",55565,",",0.399,",",0.06,",",0.42,",",0.072,",",5.714,",",2.222,",",0.78,",",0.767,"],"
"[""  ",California,""",""",CA,""" ,  ",2004,",",56153,",",0.401,",",0.058,",",0.419,",",0.072,",",5.667,",",2.102,",",0.795,",",0.786,"],"
"[""  ",California,""",""",CA,""" ,  ",2005,",",54811,",",0.399,",",0.057,",",0.409,",",0.058,",",5.838,",",2.043,",",0.767,",",0.777,"],"
"[""  ",California,""",""",CA,""" ,  ",2006,",",55570,",",0.408,",",0.056,",",0.414,",",0.052,",",6,",",2.277,",",0.761,",",0.759,"],"
"[""  ",California,""",""",CA,""" ,  ",2007,",",58746,",",0.42,",",0.056,",",0.416,",",0.054,",",6.447,",",2.326,",",0.797,",",0.795,"],"
"[""  ",California,""",""",CA,""" ,  ",2008,",",57333,",",0.407,",",0.061,",",0.411,",",0.067,",",6.188,",",2.098,",",0.876,",",0.837,"],"
"[""  ",California,""",""",CA,""" ,  ",2009,",",60282,",",0.416,",",0.062,",",0.417,",",0.113,",",6.01,",",2.178,",",0.927,",",0.763,"],"
"[""  ",California,""",""",CA,""" ,  ",2010,",",60104,",",0.408,",",0.072,",",0.429,",",0.126,",",5.882,",",2.19,",",0.926,",",0.786,"],"
"[""  ",California,""",""",CA,""" ,  ",2011,",",56988,",",0.394,",",0.067,",",0.422,",",0.124,",",5.882,",",2.142,",",0.92,",",0.816,"],"
"[""  ",California,""",""",CA,""" ,  ",2012,",",59596,",",0.417,",",0.072,",",0.43,",",0.118,",",6.353,",",2.238,",",0.959,",",0.756,"],"
"[""  ",California,""",""",CA,""" ,  ",2013,",",59545,",",0.409,",",0.073,",",0.425,",",0.094,",",6.111,",",2.126,",",1.039,",",0.775,"],"
"[""  ",California,""",""",CA,""" ,  ",2014,",",58350,",",0.408,",",0.069,",",0.43,",",0.083,",",6.111,",",2.307,",",1.043,",",0.777,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1980,",",39854,",",0.317,",",0.053,",",0.36,",",0.056,",",4.473,",",1.463,",",0.632,",",0.565,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1981,",",39739,",",0.313,",",0.06,",",0.369,",",0.05,",",4.396,",",1.589,",",0.573,",",0.603,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1982,",",41632,",",0.321,",",0.065,",",0.365,",",0.077,",",4.27,",",1.499,",",0.575,",",0.568,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1983,",",41834,",",0.32,",",0.059,",",0.404,",",0.103,",",4.375,",",1.518,",",0.693,",",0.601,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1984,",",43134,",",0.308,",",0.057,",",0.385,",",0.064,",",4.089,",",1.621,",",0.718,",",0.637,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1985,",",43743,",",0.315,",",0.063,",",0.394,",",0.07,",",4.333,",",1.534,",",0.678,",",0.63,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1986,",",48487,",",0.33,",",0.076,",",0.39,",",0.079,",",4.835,",",1.767,",",0.747,",",0.608,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1987,",",46668,",",0.34,",",0.062,",",0.432,",",0.107,",",5.333,",",1.715,",",0.796,",",0.588,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1988,",",42394,",",0.332,",",0.046,",",0.44,",",0.072,",",4.627,",",1.73,",",0.719,",",0.646,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1989,",",41729,",",0.314,",",0.059,",",0.463,",",0.071,",",4.424,",",1.592,",",0.735,",",0.752,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1990,",",41993,",",0.302,",",0.079,",",0.449,",",0.059,",",4.5,",",1.486,",",0.835,",",0.7,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1991,",",43755,",",0.323,",",0.08,",",0.402,",",0.052,",",5.023,",",1.777,",",0.883,",",0.723,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1992,",",44116,",",0.327,",",0.081,",",0.413,",",0.062,",",4.583,",",1.902,",",0.774,",",0.617,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1993,",",43701,",",0.319,",",0.067,",",0.443,",",0.067,",",4.417,",",1.708,",",0.878,",",0.68,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1994,",",44827,",",0.322,",",0.076,",",0.427,",",0.058,",",4.5,",",1.863,",",0.907,",",0.693,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1995,",",46599,",",0.332,",",0.095,",",0.415,",",0.042,",",4.8,",",1.877,",",1.035,",",0.725,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1996,",",48317,",",0.379,",",0.065,",",0.424,",",0.04,",",4.667,",",2.058,",",0.874,",",0.657,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1997,",",44810,",",0.342,",",0.06,",",0.421,",",0.039,",",4.944,",",1.563,",",0.789,",",0.69,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1998,",",50744,",",0.378,",",0.064,",",0.439,",",0.04,",",5.417,",",1.738,",",1.036,",",0.678,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",1999,",",51073,",",0.34,",",0.064,",",0.444,",",0.021,",",4.133,",",1.823,",",1.119,",",0.78,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2000,",",51680,",",0.357,",",0.066,",",0.411,",",0.031,",",4.667,",",1.759,",",0.86,",",0.733,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2001,",",58185,",",0.385,",",0.084,",",0.402,",",0.034,",",5.297,",",1.924,",",0.981,",",0.678,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2002,",",58397,",",0.403,",",0.075,",",0.397,",",0.06,",",5.333,",",2.12,",",0.934,",",0.701,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2003,",",55199,",",0.375,",",0.076,",",0.421,",",0.061,",",4.937,",",1.967,",",0.919,",",0.719,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2004,",",56212,",",0.36,",",0.081,",",0.415,",",0.053,",",5.313,",",1.852,",",0.99,",",0.743,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2005,",",56417,",",0.372,",",0.081,",",0.439,",",0.06,",",5.168,",",1.931,",",1.032,",",0.703,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2006,",",56049,",",0.393,",",0.072,",",0.4,",",0.048,",",6,",",2.024,",",0.955,",",0.713,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2007,",",59507,",",0.404,",",0.062,",",0.398,",",0.04,",",5.588,",",2.159,",",1.037,",",0.705,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2008,",",60282,",",0.394,",",0.081,",",0.407,",",0.047,",",5.467,",",1.964,",",1.083,",",0.698,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2009,",",62040,",",0.387,",",0.087,",",0.421,",",0.073,",",5.556,",",1.949,",",1.234,",",0.738,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2010,",",61063,",",0.404,",",0.093,",",0.435,",",0.095,",",5.522,",",2.04,",",1.285,",",0.699,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2011,",",60288,",",0.374,",",0.096,",",0.432,",",0.094,",",5.35,",",1.883,",",1.325,",",0.719,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2012,",",61582,",",0.4,",",0.085,",",0.433,",",0.086,",",5.641,",",2.135,",",1.392,",",0.733,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2013,",",62301,",",0.398,",",0.095,",",0.429,",",0.076,",",5.7,",",2.121,",",1.477,",",0.731,"],"
"[""  ",Colorado,""",""",CO,""" ,  ",2014,",",60805,",",0.38,",",0.082,",",0.427,",",0.065,",",5.9,",",1.928,",",1.39,",",0.729,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1980,",",40738,",",0.306,",",0.072,",",0.369,",",0.045,",",4.093,",",1.64,",",0.582,",",0.579,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1981,",",39133,",",0.288,",",0.059,",",0.371,",",0.053,",",3.625,",",1.616,",",0.484,",",0.593,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1982,",",42385,",",0.305,",",0.072,",",0.388,",",0.063,",",3.649,",",1.62,",",0.594,",",0.611,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1983,",",44643,",",0.311,",",0.069,",",0.4,",",0.071,",",4.182,",",1.606,",",0.663,",",0.583,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1984,",",44804,",",0.308,",",0.069,",",0.39,",",0.04,",",3.939,",",1.628,",",0.669,",",0.595,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1985,",",47844,",",0.329,",",0.049,",",0.411,",",0.052,",",4.2,",",1.71,",",0.683,",",0.636,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1986,",",49245,",",0.339,",",0.065,",",0.405,",",0.041,",",4.5,",",1.783,",",0.751,",",0.567,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1987,",",48563,",",0.328,",",0.059,",",0.402,",",0.036,",",4.322,",",1.797,",",0.671,",",0.592,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1988,",",48362,",",0.317,",",0.059,",",0.433,",",0.025,",",4.455,",",1.648,",",0.596,",",0.607,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1989,",",47694,",",0.303,",",0.045,",",0.429,",",0.041,",",3.982,",",1.585,",",0.68,",",0.625,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1990,",",51440,",",0.298,",",0.073,",",0.398,",",0.061,",",3.714,",",1.588,",",0.785,",",0.639,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1991,",",51196,",",0.303,",",0.059,",",0.426,",",0.062,",",4.335,",",1.628,",",0.765,",",0.701,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1992,",",49927,",",0.299,",",0.063,",",0.457,",",0.068,",",4.231,",",1.746,",",0.794,",",0.654,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1993,",",51222,",",0.299,",",0.053,",",0.439,",",0.063,",",3.938,",",1.596,",",0.867,",",0.673,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1994,",",51093,",",0.296,",",0.055,",",0.452,",",0.058,",",4,",",1.693,",",0.801,",",0.688,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1995,",",54684,",",0.306,",",0.08,",",0.463,",",0.057,",",4.333,",",1.69,",",0.944,",",0.746,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1996,",",53587,",",0.356,",",0.071,",",0.475,",",0.073,",",4.815,",",1.88,",",0.999,",",0.705,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1997,",",56603,",",0.385,",",0.063,",",0.472,",",0.064,",",4.857,",",1.848,",",0.885,",",0.616,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1998,",",55963,",",0.357,",",0.045,",",0.458,",",0.046,",",5.185,",",1.885,",",0.839,",",0.642,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",1999,",",62670,",",0.389,",",0.066,",",0.466,",",0.033,",",4.904,",",2.241,",",0.933,",",0.584,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2000,",",60113,",",0.366,",",0.046,",",0.451,",",0.026,",",5.333,",",2.201,",",0.9,",",0.667,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2001,",",62244,",",0.376,",",0.057,",",0.446,",",0.031,",",5,",",1.957,",",0.967,",",0.684,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2002,",",66971,",",0.39,",",0.05,",",0.44,",",0.042,",",5,",",2.06,",",0.945,",",0.637,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2003,",",66365,",",0.388,",",0.074,",",0.468,",",0.064,",",5.111,",",2.245,",",1.006,",",0.633,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2004,",",67340,",",0.375,",",0.071,",",0.457,",",0.062,",",5,",",2.002,",",1.066,",",0.652,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2005,",",69361,",",0.393,",",0.077,",",0.431,",",0.058,",",4.75,",",2.21,",",1.186,",",0.636,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2006,",",68261,",",0.397,",",0.071,",",0.425,",",0.049,",",5.102,",",2.167,",",1.125,",",0.624,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2007,",",72241,",",0.424,",",0.069,",",0.45,",",0.043,",",6.053,",",2.174,",",1.263,",",0.685,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2008,",",69225,",",0.391,",",0.086,",",0.46,",",0.058,",",5.151,",",2.083,",",1.221,",",0.711,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2009,",",71681,",",0.395,",",0.076,",",0.457,",",0.083,",",5.524,",",2.137,",",1.279,",",0.639,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2010,",",78534,",",0.432,",",0.087,",",0.433,",",0.093,",",5.47,",",2.394,",",1.31,",",0.655,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2011,",",73225,",",0.391,",",0.095,",",0.449,",",0.101,",",5.773,",",2.271,",",1.328,",",0.703,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2012,",",75635,",",0.421,",",0.089,",",0.453,",",0.084,",",5.714,",",2.324,",",1.434,",",0.659,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2013,",",74639,",",0.421,",",0.087,",",0.458,",",0.082,",",6.19,",",2.215,",",1.507,",",0.754,"],"
"[""  ",Connecticut,""",""",CT,""" ,  ",2014,",",70308,",",0.393,",",0.099,",",0.451,",",0.073,",",6.25,",",2.265,",",1.581,",",0.748,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1980,",",38620,",",0.329,",",0.085,",",0.336,",",0.07,",",4.86,",",1.73,",",0.475,",",0.529,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1981,",",39101,",",0.321,",",0.067,",",0.354,",",0.087,",",4.713,",",1.805,",",0.526,",",0.567,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1982,",",41370,",",0.331,",",0.082,",",0.376,",",0.084,",",4.309,",",1.74,",",0.54,",",0.552,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1983,",",41244,",",0.319,",",0.05,",",0.388,",",0.091,",",4.175,",",1.797,",",0.555,",",0.575,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1984,",",39693,",",0.332,",",0.039,",",0.415,",",0.059,",",4.375,",",1.81,",",0.537,",",0.615,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1985,",",41553,",",0.322,",",0.044,",",0.394,",",0.06,",",4.222,",",1.671,",",0.576,",",0.595,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1986,",",39571,",",0.32,",",0.058,",",0.405,",",0.048,",",4.588,",",1.611,",",0.507,",",0.651,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1987,",",40608,",",0.316,",",0.05,",",0.414,",",0.038,",",4.502,",",1.643,",",0.556,",",0.607,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1988,",",40082,",",0.307,",",0.04,",",0.429,",",0.032,",",4.444,",",1.629,",",0.51,",",0.685,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1989,",",42549,",",0.303,",",0.048,",",0.441,",",0.032,",",4.3,",",1.705,",",0.564,",",0.652,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1990,",",42262,",",0.297,",",0.063,",",0.438,",",0.044,",",4.444,",",1.528,",",0.537,",",0.668,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1991,",",40620,",",0.313,",",0.058,",",0.449,",",0.078,",",4.174,",",1.635,",",0.483,",",0.681,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1992,",",42633,",",0.308,",",0.033,",",0.494,",",0.062,",",4.455,",",1.8,",",0.633,",",0.652,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1993,",",43831,",",0.307,",",0.042,",",0.441,",",0.058,",",4,",",1.718,",",0.611,",",0.771,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1994,",",42905,",",0.302,",",0.055,",",0.425,",",0.06,",",4,",",1.782,",",0.65,",",0.778,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1995,",",43578,",",0.305,",",0.051,",",0.455,",",0.042,",",4.32,",",1.767,",",0.663,",",0.725,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1996,",",46254,",",0.32,",",0.06,",",0.465,",",0.054,",",3.929,",",1.686,",",0.814,",",0.73,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1997,",",51268,",",0.36,",",0.063,",",0.463,",",0.054,",",5,",",2.163,",",0.797,",",0.732,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1998,",",52462,",",0.397,",",0.049,",",0.461,",",0.037,",",5.154,",",2.179,",",0.714,",",0.649,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",1999,",",44461,",",0.316,",",0.045,",",0.457,",",0.037,",",5,",",1.745,",",0.702,",",0.722,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2000,",",51688,",",0.329,",",0.056,",",0.491,",",0.038,",",4.167,",",1.859,",",0.755,",",0.747,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2001,",",54339,",",0.374,",",0.054,",",0.471,",",0.037,",",4.733,",",2.195,",",0.692,",",0.683,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2002,",",55539,",",0.361,",",0.057,",",0.463,",",0.046,",",4.808,",",2.046,",",0.77,",",0.701,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2003,",",54655,",",0.373,",",0.053,",",0.485,",",0.048,",",5,",",2.072,",",0.714,",",0.665,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2004,",",52117,",",0.352,",",0.047,",",0.473,",",0.049,",",4.688,",",1.785,",",0.713,",",0.706,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2005,",",51136,",",0.339,",",0.057,",",0.465,",",0.043,",",4.507,",",1.664,",",0.733,",",0.747,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2006,",",52706,",",0.379,",",0.05,",",0.441,",",0.038,",",5.667,",",1.844,",",0.721,",",0.756,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2007,",",52894,",",0.35,",",0.054,",",0.453,",",0.038,",",4.833,",",1.85,",",0.721,",",0.736,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2008,",",53587,",",0.37,",",0.067,",",0.458,",",0.045,",",5.409,",",1.857,",",0.859,",",0.735,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2009,",",54300,",",0.362,",",0.069,",",0.491,",",0.082,",",4.944,",",1.906,",",0.886,",",0.757,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2010,",",54477,",",0.352,",",0.045,",",0.481,",",0.09,",",4.5,",",1.802,",",0.824,",",0.827,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2011,",",52671,",",0.345,",",0.055,",",0.473,",",0.08,",",4.679,",",1.709,",",0.886,",",0.728,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2012,",",52259,",",0.341,",",0.054,",",0.471,",",0.088,",",4.842,",",1.587,",",1.03,",",0.761,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2013,",",52572,",",0.36,",",0.058,",",0.467,",",0.082,",",5.111,",",1.883,",",1.077,",",0.815,"],"
"[""  ",Delaware,""",""",DE,""" ,  ",2014,",",54203,",",0.367,",",0.059,",",0.482,",",0.067,",",5.342,",",2.042,",",1.046,",",0.836,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1980,",",40369,",",0.316,",",0.032,",",0.526,",",0.077,",",4.615,",",1.825,",",0.801,",",0.759,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1981,",",39441,",",0.319,",",0.048,",",0.512,",",0.086,",",4.571,",",1.754,",",0.839,",",0.751,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1982,",",41761,",",0.345,",",0.047,",",0.496,",",0.122,",",5.143,",",1.981,",",0.746,",",0.663,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1983,",",42816,",",0.334,",",0.04,",",0.53,",",0.103,",",4.75,",",1.785,",",0.794,",",0.735,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1984,",",43751,",",0.349,",",0.04,",",0.506,",",0.107,",",5.25,",",1.977,",",0.864,",",0.754,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1985,",",46015,",",0.363,",",0.047,",",0.498,",",0.085,",",5.875,",",2.302,",",0.83,",",0.82,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1986,",",44297,",",0.332,",",0.05,",",0.516,",",0.08,",",4.778,",",1.825,",",0.927,",",0.748,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1987,",",46562,",",0.332,",",0.039,",",0.548,",",0.052,",",4.65,",",1.93,",",1,",",0.794,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1988,",",46169,",",0.327,",",0.065,",",0.513,",",0.049,",",4.8,",",1.892,",",0.962,",",0.817,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1989,",",46362,",",0.331,",",0.044,",",0.494,",",0.031,",",4.869,",",1.955,",",0.968,",",0.808,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1990,",",45152,",",0.343,",",0.05,",",0.507,",",0.059,",",5.075,",",2.064,",",0.948,",",0.843,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1991,",",45835,",",0.341,",",0.048,",",0.523,",",0.055,",",5.349,",",2.018,",",1.017,",",0.761,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1992,",",50096,",",0.352,",",0.034,",",0.549,",",0.096,",",5.148,",",2.029,",",1.309,",",0.789,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1993,",",51853,",",0.338,",",0.042,",",0.526,",",0.084,",",4.681,",",2.128,",",1.464,",",0.956,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1994,",",50725,",",0.363,",",0.066,",",0.484,",",0.088,",",5.833,",",2.345,",",1.435,",",0.927,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1995,",",50854,",",0.351,",",0.056,",",0.494,",",0.078,",",5.565,",",2.066,",",1.397,",",0.871,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1996,",",56657,",",0.387,",",0.034,",",0.559,",",0.077,",",5.102,",",2.361,",",1.413,",",0.729,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1997,",",56875,",",0.412,",",0.037,",",0.507,",",0.079,",",5.551,",",1.833,",",1.513,",",0.768,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1998,",",61584,",",0.436,",",0.031,",",0.513,",",0.094,",",6.231,",",2.566,",",1.395,",",0.73,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",1999,",",65805,",",0.446,",",0.04,",",0.494,",",0.068,",",6.923,",",2.716,",",1.42,",",0.728,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2000,",",59005,",",0.381,",",0.067,",",0.477,",",0.051,",",5.935,",",2.317,",",1.388,",",0.831,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2001,",",59953,",",0.401,",",0.069,",",0.517,",",0.074,",",5.333,",",2.394,",",1.111,",",0.75,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2002,",",60594,",",0.394,",",0.07,",",0.504,",",0.073,",",5.288,",",2.595,",",1.396,",",0.786,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2003,",",66990,",",0.436,",",0.052,",",0.503,",",0.07,",",6.41,",",2.323,",",1.423,",",0.735,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2004,",",67009,",",0.422,",",0.076,",",0.509,",",0.073,",",6.741,",",2.476,",",1.29,",",0.932,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2005,",",63527,",",0.421,",",0.06,",",0.526,",",0.068,",",6.667,",",2.57,",",1.284,",",0.787,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2006,",",72169,",",0.46,",",0.06,",",0.532,",",0.069,",",6.875,",",2.968,",",1.696,",",0.687,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2007,",",72601,",",0.45,",",0.068,",",0.503,",",0.051,",",6.11,",",2.727,",",1.534,",",0.702,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2008,",",67523,",",0.433,",",0.061,",",0.515,",",0.067,",",6.111,",",2.701,",",1.698,",",0.812,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2009,",",73167,",",0.423,",",0.076,",",0.484,",",0.077,",",6.861,",",2.666,",",1.974,",",0.885,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2010,",",77710,",",0.436,",",0.074,",",0.501,",",0.096,",",6.5,",",2.249,",",2.162,",",0.83,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2011,",",73872,",",0.409,",",0.09,",",0.5,",",0.104,",",7.5,",",2.488,",",2.288,",",0.719,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2012,",",77787,",",0.411,",",0.082,",",0.531,",",0.106,",",7.5,",",2.516,",",2.629,",",0.761,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2013,",",76417,",",0.39,",",0.086,",",0.499,",",0.079,",",7.159,",",2.73,",",2.785,",",0.83,"],"
"[""  ",District of Columbia,""",""",DC,""" ,  ",2014,",",78138,",",0.421,",",0.1,",",0.502,",",0.077,",",6.545,",",2.762,",",2.987,",",0.774,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1980,",",31798,",",0.307,",",0.028,",",0.423,",",0.053,",",3.774,",",1.511,",",0.373,",",0.62,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1981,",",32654,",",0.314,",",0.032,",",0.406,",",0.069,",",4.143,",",1.493,",",0.386,",",0.609,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1982,",",34432,",",0.335,",",0.042,",",0.417,",",0.087,",",4.647,",",1.616,",",0.376,",",0.619,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1983,",",35588,",",0.331,",",0.033,",",0.425,",",0.087,",",4.274,",",1.624,",",0.44,",",0.623,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1984,",",35942,",",0.326,",",0.028,",",0.422,",",0.055,",",4.429,",",1.622,",",0.417,",",0.641,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1985,",",38562,",",0.361,",",0.034,",",0.412,",",0.057,",",4.723,",",1.805,",",0.459,",",0.594,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1986,",",39207,",",0.344,",",0.037,",",0.425,",",0.058,",",4.619,",",1.817,",",0.571,",",0.636,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1987,",",39434,",",0.349,",",0.033,",",0.428,",",0.053,",",4.75,",",1.851,",",0.522,",",0.671,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1988,",",38019,",",0.34,",",0.038,",",0.449,",",0.046,",",4.756,",",1.748,",",0.491,",",0.727,"],"
"[""  ",Florida,""",""",FL,""" ,  ",1989,",",38031,",",0.339,",",0.036,",",0.451,",",0.05,",",4.706,",",1.732,",",0.514,",",0.694,"],"
