year,state,statefip,stateAbbrev,realIncWage,gini,pctTechnicalWorker,pctFemaleWorker,unemployementRate,realIncWageRat90_10,realIncWageRat_cg_hs,laborSupply_hl,fmWageRat
2010,Kentucky,21,KY,48284,.345,.042,.453,.11,4.444,1.851,.8170000000000001,.706
2011,Kentucky,21,KY,46240,.349,.036,.451,.092,5.267,1.759,.872,.763
2012,Kentucky,21,KY,46041,.335,.049,.456,.091,4.642,1.889,.851,.796
2013,Kentucky,21,KY,44429,.334,.04,.45,.088,4.875,1.697,.856,.768
2014,Kentucky,21,KY,46602,.354,.05,.451,.087,5,1.808,.881,.79
1980,Louisiana,22,LA,35739,.318,.022,.351,.063,4.310000000000001,1.447,.368,.5540000000000001
1981,Louisiana,22,LA,36265,.316,.031,.369,.079,4.667,1.406,.372,.5660000000000001
1982,Louisiana,22,LA,38001,.304,.051,.349,.1,4.237,1.394,.425,.612
1983,Louisiana,22,LA,40271,.331,.036,.359,.121,4.658,1.411,.492,.5650000000000001
1984,Louisiana,22,LA,38478,.333,.035,.407,.093,4.667,1.716,.457,.585
1985,Louisiana,22,LA,40349,.356,.031,.406,.112,5.168,1.727,.462,.55
1986,Louisiana,22,LA,39589,.342,.023,.412,.103,5.067,1.621,.504,.581
1987,Louisiana,22,LA,43424,.361,.03,.377,.129,6,1.857,.532,.541
1988,Louisiana,22,LA,41239,.341,.036,.404,.116,5.008,1.759,.5,.533
1989,Louisiana,22,LA,39459,.347,.041,.405,.078,4.667,1.838,.498,.5570000000000001
1990,Louisiana,22,LA,38487,.335,.026,.405,.056,4.597,1.511,.483,.586
1991,Louisiana,22,LA,38095,.357,.03,.428,.053,5.193000000000001,1.754,.477,.65
1992,Louisiana,22,LA,37891,.334,.028,.412,.065,4.251,1.978,.5700000000000001,.722
1993,Louisiana,22,LA,39445,.316,.02,.437,.07,4.666,1.691,.613,.645
1994,Louisiana,22,LA,39545,.329,.024,.438,.073,4.808,1.466,.5760000000000001,.605
1995,Louisiana,22,LA,40866,.341,.024,.408,.068,5,1.791,.645,.6900000000000001
1996,Louisiana,22,LA,38451,.34,.036,.47,.058,5,1.692,.593,.642
1997,Louisiana,22,LA,42874,.373,.04,.443,.062,5,1.739,.484,.616
1998,Louisiana,22,LA,45840,.381,.045,.443,.045,5.091,1.897,.593,.5750000000000001
1999,Louisiana,22,LA,43301,.336,.039,.459,.046,4.771,1.912,.642,.654
2000,Louisiana,22,LA,44644,.349,.029,.452,.059,4.808,1.882,.733,.667
2001,Louisiana,22,LA,43988,.369,.03,.466,.063,5,2.024,.615,.632
2002,Louisiana,22,LA,48548,.394,.029,.439,.063,5.417,2.113,.62,.5570000000000001
2003,Louisiana,22,LA,46170,.355,.043,.464,.063,4.643,1.907,.674,.634
2004,Louisiana,22,LA,46513,.361,.048,.468,.061,5.077,1.644,.657,.593
2005,Louisiana,22,LA,46344,.376,.045,.487,.05,5.154,1.802,.585,.599
2006,Louisiana,22,LA,47482,.393,.039,.478,.062,5.947,2.054,.656,.67
2007,Louisiana,22,LA,47924,.381,.036,.444,.052,5.514,2.059,.6970000000000001,.631
2008,Louisiana,22,LA,51525,.412,.03,.481,.054,6,2.19,.709,.5570000000000001
2009,Louisiana,22,LA,51169,.401,.051,.498,.07,6.071,1.972,.673,.549
2010,Louisiana,22,LA,52704,.377,.035,.488,.062,5.625,1.869,.771,.606
2011,Louisiana,22,LA,51770,.405,.04,.486,.091,6.067,1.928,.894,.651
2012,Louisiana,22,LA,45251,.346,.018,.458,.084,4.828,1.42,.6840000000000001,.649
2013,Louisiana,22,LA,46586,.37,.038,.48,.07,5.806,1.637,.767,.659
2014,Louisiana,22,LA,51513,.382,.042,.461,.047,5.015,1.684,.97,.643
1980,Maine,23,ME,31452,.275,.025,.349,.075,3.249,1.386,.367,.641
1981,Maine,23,ME,31432,.271,.021,.365,.09,3.239,1.335,.366,.631
1982,Maine,23,ME,31675,.297,.043,.389,.108,3.448,1.548,.345,.5740000000000001
1983,Maine,23,ME,32594,.286,.025,.408,.091,3.689,1.421,.426,.62
1984,Maine,23,ME,34597,.303,.03,.401,.08,4.101,1.46,.449,.64
1985,Maine,23,ME,35435,.306,.028,.386,.07,3.8,1.428,.459,.616
1986,Maine,23,ME,34893,.296,.016,.4,.059,3.532,1.565,.435,.649
1987,Maine,23,ME,36940,.31,.032,.383,.051,4.093,1.72,.437,.617
1988,Maine,23,ME,35945,.298,.031,.411,.047,3.778,1.53,.447,.624
1989,Maine,23,ME,38213,.3,.025,.407,.037,4.072,1.566,.529,.605
1990,Maine,23,ME,38583,.302,.032,.429,.063,4.152,1.5,.5720000000000001,.6780000000000001
1991,Maine,23,ME,37796,.266,.026,.419,.088,3.81,1.48,.524,.737
1992,Maine,23,ME,36640,.266,.043,.421,.082,3.478,1.442,.513,.7020000000000001
1993,Maine,23,ME,36659,.287,.032,.443,.098,3.861,1.562,.54,.668
1994,Maine,23,ME,38385,.292,.036,.427,.086,3.994,1.562,.644,.727
1995,Maine,23,ME,40474,.3,.028,.452,.065,3.884,1.637,.651,.7020000000000001
1996,Maine,23,ME,38811,.286,.025,.415,.067,3.556,1.668,.491,.742
1997,Maine,23,ME,40915,.346,.022,.446,.061,4.083,1.983,.5730000000000001,.659
1998,Maine,23,ME,41266,.323,.023,.45,.044,4,1.284,.608,.741
1999,Maine,23,ME,44855,.311,.03,.429,.041,3.714,1.54,.718,.718
2000,Maine,23,ME,44623,.323,.038,.437,.052,3.64,1.737,.725,.737
2001,Maine,23,ME,48450,.358,.046,.45,.041,4,1.94,.6960000000000001,.665
2002,Maine,23,ME,47504,.345,.033,.451,.05,4.226,1.747,.6980000000000001,.736
2003,Maine,23,ME,49535,.35,.038,.424,.055,4.188,1.709,.735,.658
2004,Maine,23,ME,45997,.314,.032,.458,.051,3.645,1.736,.712,.727
2005,Maine,23,ME,46556,.31,.045,.462,.063,4.063,1.553,.766,.767
2006,Maine,23,ME,49425,.353,.045,.44,.047,4.375,1.798,.845,.716
2007,Maine,23,ME,50177,.344,.038,.452,.051,4.167,1.848,.923,.743
2008,Maine,23,ME,48746,.33,.047,.439,.058,4.054,1.656,.909,.725
2009,Maine,23,ME,52714,.35,.059,.45,.09,4.158,1.869,.989,.773
2010,Maine,23,ME,53714,.362,.063,.461,.089,4.474,1.939,1.071,.675
2011,Maine,23,ME,52083,.337,.066,.463,.1,4.5,1.748,1.121,.756
2012,Maine,23,ME,49808,.32,.049,.469,.1,4.25,1.697,1.009,.789
2013,Maine,23,ME,51776,.34,.048,.458,.078,4.350000000000001,1.837,1.067,.839
2014,Maine,23,ME,53506,.356,.054,.466,.064,4.299,1.927,1.083,.748
1980,Maryland,24,MD,41947,.309,.066,.37,.057,4.286000000000001,1.673,.472,.597
1981,Maryland,24,MD,42697,.306,.056,.374,.069,4.225,1.723,.446,.605
1982,Maryland,24,MD,44827,.333,.06,.39,.089,4.625,1.784,.582,.5760000000000001
1983,Maryland,24,MD,46534,.331,.062,.408,.075,4.644,1.877,.6970000000000001,.651
1984,Maryland,24,MD,47464,.323,.073,.414,.045,4.737,1.742,.749,.644
1985,Maryland,24,MD,47438,.326,.062,.434,.037,4.737,1.685,.759,.594
1986,Maryland,24,MD,47166,.324,.071,.416,.042,4.339,1.687,.628,.62
1987,Maryland,24,MD,47149,.334,.07,.402,.042,4.46,1.727,.616,.615
1988,Maryland,24,MD,46417,.297,.067,.449,.04,4.327,1.562,.731,.7000000000000001
1989,Maryland,24,MD,44320,.3,.083,.426,.044,4.5,1.555,.6990000000000001,.728
1990,Maryland,24,MD,45449,.302,.081,.472,.03,4.055,1.553,.625,.734
1991,Maryland,24,MD,47192,.323,.081,.446,.054,5,1.699,.577,.7030000000000001
1992,Maryland,24,MD,46570,.298,.07,.469,.073,3.931,1.641,.62,.778
1993,Maryland,24,MD,46091,.292,.05,.469,.064,3.898,1.603,.709,.8120000000000001
1994,Maryland,24,MD,46601,.3,.077,.448,.059,4.475000000000001,1.736,.855,.8090000000000001
1995,Maryland,24,MD,48028,.327,.058,.44,.063,4.923,1.83,.836,.785
1996,Maryland,24,MD,52124,.368,.067,.442,.069,5.154,1.909,.972,.632
1997,Maryland,24,MD,51797,.34,.074,.465,.055,4.924,1.732,.868,.8010000000000001
1998,Maryland,24,MD,52322,.331,.073,.48,.041,4.533,2.048,.894,.834
1999,Maryland,24,MD,56380,.347,.095,.477,.031,4.496,1.954,1.033,.719
2000,Maryland,24,MD,58155,.37,.07,.478,.038,5.313,1.884,1.018,.732
2001,Maryland,24,MD,62080,.399,.076,.46,.035,5.313,2.157,.9470000000000001,.654
2002,Maryland,24,MD,65348,.388,.087,.449,.047,5.235,2.179,1.07,.748
2003,Maryland,24,MD,63600,.386,.072,.478,.046,6,2.075,1.039,.769
2004,Maryland,24,MD,65465,.413,.08,.474,.047,5.709000000000001,2.3,.988,.6820000000000001
2005,Maryland,24,MD,63912,.378,.091,.446,.044,5.22,2.084,1.068,.77
2006,Maryland,24,MD,62409,.383,.085,.46,.035,5.495,2.149,1.066,.709
2007,Maryland,24,MD,62905,.384,.07,.474,.036,5.263,2.148,1.028,.741
2008,Maryland,24,MD,63524,.384,.093,.486,.039,5.263,2.011,1.153,.75
2009,Maryland,24,MD,65653,.387,.088,.493,.068,5.468,2.158,1.155,.6990000000000001
2010,Maryland,24,MD,64910,.366,.097,.461,.078,5.145000000000001,1.903,1.271,.799
2011,Maryland,24,MD,62393,.363,.11,.471,.076,5.45,1.968,1.328,.8200000000000001
2012,Maryland,24,MD,65460,.367,.107,.477,.08,5.286000000000001,1.86,1.369,.8210000000000001
2013,Maryland,24,MD,64138,.368,.102,.47,.077,5.476,2.152,1.478,.787
2014,Maryland,24,MD,63312,.377,.095,.471,.062,6,2.062,1.437,.741
1980,Massachusetts,25,MA,38608,.306,.052,.363,.059,4,1.662,.492,.598
1981,Massachusetts,25,MA,39298,.287,.059,.358,.062,3.642,1.606,.472,.613
1982,Massachusetts,25,MA,39674,.3,.061,.37,.077,3.9,1.512,.511,.595
1983,Massachusetts,25,MA,40530,.307,.055,.37,.08,4.217000000000001,1.581,.532,.611
1984,Massachusetts,25,MA,43374,.312,.057,.369,.055,4.378,1.659,.665,.607
1985,Massachusetts,25,MA,45448,.332,.064,.389,.045,4.25,1.78,.7000000000000001,.5700000000000001
1986,Massachusetts,25,MA,46002,.306,.061,.41,.041,4.05,1.605,.704,.602
1987,Massachusetts,25,MA,46858,.316,.058,.419,.042,4.45,1.642,.787,.643
1988,Massachusetts,25,MA,46791,.3,.061,.42,.036,4,1.614,.758,.673
1989,Massachusetts,25,MA,47916,.309,.064,.414,.046,4.083,1.632,.742,.6810000000000001
1990,Massachusetts,25,MA,49264,.301,.075,.412,.061,3.953,1.638,.8230000000000001,.6930000000000001
1991,Massachusetts,25,MA,48730,.296,.071,.434,.1,3.788,1.575,.911,.714
1992,Massachusetts,25,MA,48556,.315,.061,.441,.1,4.4,1.678,.895,.6960000000000001
1993,Massachusetts,25,MA,49781,.301,.072,.445,.072,4,1.666,.991,.716
1994,Massachusetts,25,MA,50111,.309,.078,.441,.067,4.286000000000001,1.728,.997,.756
1995,Massachusetts,25,MA,50889,.315,.075,.443,.054,4.336,1.621,1.061,.7000000000000001
1996,Massachusetts,25,MA,54190,.368,.064,.43,.052,4.643,1.804,1.006,.725
1997,Massachusetts,25,MA,56125,.377,.072,.438,.05,4.633,1.867,1.082,.724
1998,Massachusetts,25,MA,56679,.369,.072,.448,.048,4.533,1.912,.989,.7000000000000001
1999,Massachusetts,25,MA,51767,.35,.064,.453,.036,4.533,1.863,.856,.751
2000,Massachusetts,25,MA,57672,.368,.072,.431,.024,5.2,1.976,1.005,.759
2001,Massachusetts,25,MA,62862,.408,.07,.413,.038,5.467000000000001,2.086,.9430000000000001,.592
2002,Massachusetts,25,MA,64148,.379,.074,.422,.052,5,2.147,1.041,.715
2003,Massachusetts,25,MA,65339,.386,.072,.431,.062,4.758,2.08,1.197,.729
2004,Massachusetts,25,MA,67158,.396,.08,.449,.055,5.555,2.05,1.151,.6890000000000001
2005,Massachusetts,25,MA,66682,.4,.069,.446,.056,5.556,2.083,1.191,.6830000000000001
2006,Massachusetts,25,MA,67572,.389,.075,.443,.055,5.05,2.101,1.286,.661
2007,Massachusetts,25,MA,78051,.437,.093,.43,.042,6,1.958,1.674,.6980000000000001
2008,Massachusetts,25,MA,71674,.404,.095,.457,.041,5.476,2.154,1.552,.6870000000000001
2009,Massachusetts,25,MA,73597,.395,.073,.48,.079,5.556,2.051,1.646,.6920000000000001
2010,Massachusetts,25,MA,73265,.405,.087,.449,.089,6,2.112,1.53,.675
2011,Massachusetts,25,MA,68922,.386,.085,.442,.079,6.25,2.215,1.535,.6810000000000001
2012,Massachusetts,25,MA,71150,.396,.09,.451,.069,6.225000000000001,2.266,1.779,.727
2013,Massachusetts,25,MA,65805,.349,.101,.442,.071,5.333,1.94,1.767,.792
2014,Massachusetts,25,MA,71532,.417,.087,.452,.057,5.952,2.087,1.647,.665
1980,Michigan,26,MI,42918,.282,.044,.34,.115,3.893,1.476,.418,.596
1981,Michigan,26,MI,42209,.287,.05,.348,.135,4.133,1.446,.465,.588
1982,Michigan,26,MI,43296,.289,.053,.352,.168,4.074,1.488,.436,.593
1983,Michigan,26,MI,44120,.292,.046,.358,.172,3.901,1.497,.501,.619
1984,Michigan,26,MI,44404,.295,.041,.355,.119,4,1.433,.457,.599
1985,Michigan,26,MI,44864,.314,.045,.375,.102,4.417,1.555,.501,.579
1986,Michigan,26,MI,46731,.317,.049,.37,.097,4.565,1.553,.515,.586
1987,Michigan,26,MI,47890,.33,.042,.383,.089,4.756,1.592,.523,.592
1988,Michigan,26,MI,46650,.32,.053,.386,.086,4.53,1.712,.482,.623
1989,Michigan,26,MI,46143,.322,.048,.395,.067,4.87,1.615,.504,.619
1990,Michigan,26,MI,45778,.322,.053,.395,.074,5,1.658,.543,.608
1991,Michigan,26,MI,45004,.315,.056,.386,.106,4.545,1.694,.595,.666
1992,Michigan,26,MI,45915,.313,.062,.407,.098,4.518,1.641,.661,.706
1993,Michigan,26,MI,47630,.307,.07,.404,.072,4.583,1.618,.705,.674
1994,Michigan,26,MI,46190,.325,.065,.405,.071,4.714,1.783,.729,.659
1995,Michigan,26,MI,48067,.328,.053,.419,.066,5,1.719,.741,.655
1996,Michigan,26,MI,51029,.341,.066,.416,.047,4.8,1.693,.707,.627
1997,Michigan,26,MI,51107,.342,.066,.415,.047,4.644,1.72,.711,.674
1998,Michigan,26,MI,51625,.345,.064,.399,.043,4.817,1.861,.6960000000000001,.662
1999,Michigan,26,MI,55423,.38,.072,.388,.048,5.263,2.143,.724,.636
2000,Michigan,26,MI,57201,.364,.075,.39,.036,5,2.212,.8140000000000001,.652
2001,Michigan,26,MI,57583,.369,.065,.418,.053,5.064,1.913,.8,.634
2002,Michigan,26,MI,59566,.374,.065,.434,.065,4.788,1.956,.783,.624
2003,Michigan,26,MI,58417,.383,.066,.444,.076,5.161000000000001,1.804,.8010000000000001,.623
2004,Michigan,26,MI,58747,.363,.07,.444,.077,5.25,2.002,.86,.655
2005,Michigan,26,MI,54624,.355,.082,.423,.073,5.156,1.967,.84,.6830000000000001
2006,Michigan,26,MI,58070,.376,.073,.436,.078,4.722,2.072,.975,.637
2007,Michigan,26,MI,55414,.362,.076,.438,.073,5,2.061,.975,.6870000000000001
2008,Michigan,26,MI,55158,.355,.081,.437,.077,4.541,2.081,.9510000000000001,.675
2009,Michigan,26,MI,56514,.356,.084,.469,.127,4.737,2.079,1.068,.7000000000000001
2010,Michigan,26,MI,58246,.37,.093,.472,.135,4.999,1.985,1.177,.742
2011,Michigan,26,MI,56675,.36,.083,.44,.11,5.128,2.002,1.073,.706
2012,Michigan,26,MI,56351,.373,.077,.443,.087,5.405,2.103,1.197,.799
2013,Michigan,26,MI,54220,.346,.093,.454,.082,5.333,1.859,1.167,.729
2014,Michigan,26,MI,55373,.36,.082,.432,.079,5,2.08,1.123,.707
1980,Minnesota,27,MN,40061,.305,.045,.331,.055,4.179,1.481,.402,.546
1981,Minnesota,27,MN,39401,.293,.049,.355,.053,4.24,1.548,.435,.584
1982,Minnesota,27,MN,39453,.291,.046,.383,.082,3.769,1.434,.445,.579
1983,Minnesota,27,MN,40830,.309,.035,.395,.116,4.125,1.526,.474,.5680000000000001
1984,Minnesota,27,MN,41836,.288,.055,.366,.074,3.675,1.482,.5600000000000001,.638
1985,Minnesota,27,MN,42653,.284,.038,.386,.06,3.525,1.443,.625,.669
1986,Minnesota,27,MN,44126,.309,.029,.404,.066,4.331,1.623,.629,.629
1987,Minnesota,27,MN,45735,.321,.041,.397,.058,4.2,1.666,.5700000000000001,.661
1988,Minnesota,27,MN,44240,.295,.055,.398,.044,3.987,1.631,.59,.6970000000000001
1989,Minnesota,27,MN,42304,.312,.062,.404,.039,4.778000000000001,1.662,.543,.664
1990,Minnesota,27,MN,41388,.323,.043,.435,.071,4.461,1.575,.536,.6990000000000001
1991,Minnesota,27,MN,41431,.291,.03,.462,.06,3.818,1.513,.668,.717
1992,Minnesota,27,MN,40692,.296,.034,.428,.067,4.091,1.498,.728,.721
1993,Minnesota,27,MN,43300,.323,.055,.455,.053,4.461,1.689,.79,.6830000000000001
1994,Minnesota,27,MN,44772,.317,.07,.445,.052,4.522,1.506,.9330000000000001,.725
1995,Minnesota,27,MN,43296,.326,.052,.426,.037,4.569,1.597,.8280000000000001,.735
1996,Minnesota,27,MN,50064,.366,.05,.412,.051,4.65,1.994,.8080000000000001,.635
1997,Minnesota,27,MN,48247,.352,.05,.413,.032,4.615,1.745,.906,.716
1998,Minnesota,27,MN,50287,.34,.06,.421,.037,4.357,1.896,1.095,.672
1999,Minnesota,27,MN,53637,.327,.069,.436,.025,4.062,1.678,1.15,.6920000000000001
2000,Minnesota,27,MN,52822,.342,.079,.435,.043,4.467000000000001,1.976,1.03,.732
2001,Minnesota,27,MN,58395,.352,.073,.423,.043,4.209000000000001,1.957,1.04,.663
2002,Minnesota,27,MN,56768,.348,.066,.431,.054,4.412,1.872,1.046,.6840000000000001
2003,Minnesota,27,MN,58715,.367,.086,.423,.059,4.808,1.98,1.114,.666
2004,Minnesota,27,MN,61746,.376,.082,.43,.056,4.632,2.087,1.167,.669
2005,Minnesota,27,MN,59406,.385,.076,.423,.049,4.545,1.953,1.179,.661
2006,Minnesota,27,MN,56754,.348,.081,.438,.05,4.67,1.784,1.191,.708
2007,Minnesota,27,MN,58061,.368,.075,.434,.047,4.789,1.907,1.252,.6950000000000001
2008,Minnesota,27,MN,57599,.365,.082,.425,.053,4.737,1.99,1.34,.6950000000000001
2009,Minnesota,27,MN,59108,.368,.077,.452,.08,4.938,2.025,1.251,.6790000000000001
2010,Minnesota,27,MN,58321,.361,.074,.452,.088,4.65,1.978,1.26,.751
2011,Minnesota,27,MN,58080,.362,.084,.44,.079,4.850000000000001,1.963,1.353,.6990000000000001
2012,Minnesota,27,MN,56795,.357,.082,.463,.072,4.8,1.918,1.417,.743
2013,Minnesota,27,MN,57927,.349,.087,.443,.059,4.364,1.83,1.495,.729
2014,Minnesota,27,MN,59638,.348,.085,.447,.051,4.952,1.744,1.456,.778
1980,Mississippi,28,MS,30808,.325,.025,.354,.067,4.422,1.568,.382,.592
1981,Mississippi,28,MS,30850,.313,.014,.379,.079,4.235,1.42,.413,.584
1982,Mississippi,28,MS,32785,.335,.009,.409,.108,4.382,1.367,.444,.593
1983,Mississippi,28,MS,35268,.324,.028,.417,.13,4.269,1.474,.458,.606
1984,Mississippi,28,MS,33811,.324,.024,.409,.104,4.571,1.477,.501,.611
1985,Mississippi,28,MS,30920,.321,.022,.431,.116,4.363,1.501,.422,.605
1986,Mississippi,28,MS,35415,.351,.027,.41,.134,4.714,1.618,.445,.596
1987,Mississippi,28,MS,33680,.354,.026,.405,.1,4.664,1.621,.482,.637
1988,Mississippi,28,MS,30645,.333,.018,.414,.063,4.764,1.617,.406,.655
1989,Mississippi,28,MS,32635,.349,.02,.46,.083,4.815,1.522,.424,.587
1990,Mississippi,28,MS,32912,.322,.025,.473,.068,4.355,1.575,.45,.652
1991,Mississippi,28,MS,32202,.333,.024,.445,.084,4.766,1.58,.452,.721
1992,Mississippi,28,MS,32435,.323,.018,.425,.076,4.473,1.614,.46,.647
1993,Mississippi,28,MS,33530,.348,.023,.431,.076,5.125,1.74,.539,.668
1994,Mississippi,28,MS,36075,.329,.025,.476,.07,4.973,1.741,.6970000000000001,.6880000000000001
1995,Mississippi,28,MS,35527,.326,.032,.467,.047,4.5,1.561,.62,.66
1996,Mississippi,28,MS,36614,.357,.017,.469,.055,4.653000000000001,1.559,.586,.619
1997,Mississippi,28,MS,37092,.347,.02,.488,.057,4.68,1.796,.652,.667
1998,Mississippi,28,MS,36507,.315,.033,.464,.06,4.22,1.547,.608,.739
1999,Mississippi,28,MS,38737,.329,.041,.481,.064,4.875,1.619,.597,.6890000000000001
2000,Mississippi,28,MS,39153,.326,.014,.485,.053,4.727,1.63,.661,.717
2001,Mississippi,28,MS,40849,.341,.015,.489,.051,4.5,1.833,.6880000000000001,.6960000000000001
2002,Mississippi,28,MS,42482,.37,.024,.486,.071,4.833,1.874,.665,.6830000000000001
2003,Mississippi,28,MS,44403,.368,.043,.481,.064,4.278000000000001,1.986,.675,.713
2004,Mississippi,28,MS,42415,.351,.019,.486,.039,4.615,1.817,.67,.713
2005,Mississippi,28,MS,44890,.373,.039,.474,.064,4.667,1.917,.761,.617
2006,Mississippi,28,MS,44651,.396,.024,.493,.06,4.3,1.804,.651,.72
2007,Mississippi,28,MS,42223,.361,.03,.469,.077,4.815,1.791,.6840000000000001,.768
2008,Mississippi,28,MS,43091,.379,.024,.492,.055,5,1.59,.764,.774
2009,Mississippi,28,MS,43387,.368,.031,.474,.088,4.489,1.765,.6830000000000001,.6860000000000001
2010,Mississippi,28,MS,45507,.381,.023,.524,.103,5.2,1.757,.739,.748
2011,Mississippi,28,MS,43002,.324,.027,.5,.121,4.642,1.735,.8140000000000001,.734
2012,Mississippi,28,MS,45364,.344,.034,.442,.085,4.875,1.709,.867,.674
2013,Mississippi,28,MS,43148,.331,.03,.496,.09,4.171,1.778,.879,.77
2014,Mississippi,28,MS,45635,.369,.038,.507,.087,5,1.74,.852,.633
1980,Missouri,29,MO,36019,.308,.039,.394,.062,3.876,1.442,.382,.5710000000000001
1981,Missouri,29,MO,35521,.311,.038,.405,.082,4.103,1.521,.355,.595
1982,Missouri,29,MO,37050,.321,.044,.396,.091,4.335,1.598,.412,.5700000000000001
1983,Missouri,29,MO,39556,.323,.045,.401,.108,4.796,1.62,.452,.586
1984,Missouri,29,MO,38398,.329,.049,.436,.076,4.801,1.632,.432,.579
1985,Missouri,29,MO,39415,.325,.045,.409,.07,4.487,1.405,.448,.5640000000000001
1986,Missouri,29,MO,40118,.32,.027,.398,.06,4.568000000000001,1.347,.467,.595
1987,Missouri,29,MO,41515,.317,.036,.386,.067,4.444,1.443,.462,.5670000000000001
1988,Missouri,29,MO,39722,.324,.036,.416,.05,4.444,1.498,.496,.607
1989,Missouri,29,MO,38889,.343,.041,.414,.06,5.25,1.754,.503,.64
1990,Missouri,29,MO,37811,.338,.045,.419,.05,5.059,1.785,.443,.674
1991,Missouri,29,MO,37303,.308,.041,.438,.074,4.101,1.57,.471,.7020000000000001
1992,Missouri,29,MO,37551,.313,.023,.472,.048,4.256,1.6,.55,.6950000000000001
1993,Missouri,29,MO,39661,.33,.029,.442,.073,4.5,1.649,.673,.667
1994,Missouri,29,MO,39221,.307,.045,.431,.069,4.091,1.462,.705,.6860000000000001
1995,Missouri,29,MO,37848,.316,.041,.446,.057,4.727,1.556,.655,.8040000000000001
1996,Missouri,29,MO,41889,.321,.05,.427,.051,4.167,1.591,.7030000000000001,.724
1997,Missouri,29,MO,41269,.325,.053,.462,.044,4.167,1.532,.72,.8200000000000001
1998,Missouri,29,MO,43355,.315,.045,.484,.049,3.941,1.639,.78,.709
1999,Missouri,29,MO,46773,.32,.028,.451,.038,3.738,1.639,.795,.6800000000000001
2000,Missouri,29,MO,46337,.331,.031,.471,.046,4.364,1.622,.845,.66
2001,Missouri,29,MO,50322,.359,.05,.454,.052,4.391,1.902,.6940000000000001,.6810000000000001
2002,Missouri,29,MO,49563,.353,.041,.465,.059,4.133,1.76,.761,.6940000000000001
2003,Missouri,29,MO,52939,.376,.047,.447,.053,4.8,1.839,.852,.705
2004,Missouri,29,MO,50699,.345,.047,.448,.052,4.793,1.805,.897,.772
2005,Missouri,29,MO,54865,.384,.053,.455,.06,4.875,1.792,.788,.662
2006,Missouri,29,MO,51447,.386,.041,.459,.05,5,2.229,.753,.727
2007,Missouri,29,MO,50951,.373,.048,.445,.05,5,1.843,.762,.763
2008,Missouri,29,MO,49885,.356,.067,.459,.06,4.706,1.735,.8030000000000001,.705
2009,Missouri,29,MO,52135,.361,.058,.483,.09,4.770000000000001,1.942,.87,.7010000000000001
2010,Missouri,29,MO,52713,.372,.05,.468,.114,4.556,1.968,.8300000000000001,.716
2011,Missouri,29,MO,52761,.355,.056,.458,.09,4.568000000000001,1.876,.9430000000000001,.6780000000000001
2012,Missouri,29,MO,54194,.385,.064,.462,.076,4.684,1.9,1.124,.654
2013,Missouri,29,MO,55072,.389,.067,.447,.071,5,1.671,1.097,.6970000000000001
2014,Missouri,29,MO,53518,.372,.057,.464,.078,5.211,1.554,.9500000000000001,.782
1980,Montana,30,MT,35109,.296,.027,.361,.063,3.974,1.217,.514,.598
1981,Montana,30,MT,35978,.292,.012,.376,.084,3.969,1.208,.483,.584
1982,Montana,30,MT,37716,.302,.03,.372,.108,4.254,1.266,.52,.5710000000000001
1983,Montana,30,MT,37975,.31,.007,.356,.112,4,1.412,.606,.607
1984,Montana,30,MT,36824,.303,.012,.364,.106,3.75,1.434,.544,.646
1985,Montana,30,MT,37575,.308,.021,.369,.079,4.103,1.48,.5710000000000001,.632
1986,Montana,30,MT,38966,.33,.033,.367,.094,4.951000000000001,1.447,.631,.591
1987,Montana,30,MT,38941,.323,.019,.409,.08,4.453,1.386,.734,.638
1988,Montana,30,MT,35788,.294,.019,.42,.104,4.055,1.442,.612,.6820000000000001
1989,Montana,30,MT,34949,.306,.028,.396,.084,4.5,1.388,.5530000000000001,.73
1990,Montana,30,MT,34869,.301,.029,.413,.065,4.472,1.331,.641,.666
1991,Montana,30,MT,34192,.295,.036,.415,.093,4.064,1.497,.612,.671
1992,Montana,30,MT,35632,.305,.023,.458,.066,4.1,1.37,.737,.613
1993,Montana,30,MT,36688,.296,.02,.429,.067,4.125,1.382,.8120000000000001,.6910000000000001
1994,Montana,30,MT,37829,.305,.033,.421,.053,4.497,1.375,.9540000000000001,.719
1995,Montana,30,MT,36261,.308,.043,.432,.064,4.458,1.341,.781,.725
1996,Montana,30,MT,37562,.331,.037,.416,.052,4.391,1.593,.8060000000000001,.713
1997,Montana,30,MT,39788,.33,.038,.408,.069,3.775,1.349,.905,.709
1998,Montana,30,MT,36533,.319,.032,.431,.07,4.5,1.416,.722,.71
1999,Montana,30,MT,38064,.301,.024,.433,.07,4.13,1.521,.729,.728
2000,Montana,30,MT,39304,.332,.031,.421,.06,4.167,1.495,.772,.734
2001,Montana,30,MT,39502,.339,.037,.424,.059,4.333,1.62,.8,.662
2002,Montana,30,MT,40634,.319,.041,.442,.063,4.4,1.453,.859,.6800000000000001
2003,Montana,30,MT,41522,.332,.049,.431,.057,4.231,1.689,.794,.6990000000000001
2004,Montana,30,MT,43476,.357,.025,.442,.059,4.270000000000001,1.74,.864,.639
2005,Montana,30,MT,38353,.33,.033,.47,.054,4.481,1.636,.855,.706
2006,Montana,30,MT,42084,.343,.032,.45,.047,4.042,1.651,.719,.61
